time,x,y,z,lat,lon,h,clock_bias_m,used_sats,pdop,gdop,residual_rms_m,residual_max_m,east,north,up,horiz,three_d
2026-04-27T00:13:00,-2994428.3436,4951310.2053,2674498.5753,24.95357608,121.16449756,203.0797,5.8061,8,4.040,4.946,0.8847,1.9534,-1.1027,1.4085,0.3060,1.7888,1.8148
2026-04-27T00:13:30,-2994428.2673,4951308.7679,2674497.3363,24.95357077,121.16450428,201.4060,4.3893,8,4.048,4.956,0.8107,1.7556,-0.4242,0.8207,-1.3676,0.9238,1.6504
2026-04-27T00:14:00,-2994428.7497,4951309.8490,2674497.7013,24.95356929,121.16450283,202.6250,5.5505,8,4.056,4.966,1.1105,2.7306,-0.5708,0.6560,-0.1486,0.8696,0.8822
2026-04-27T00:14:30,-2994428.3307,4951308.7160,2674497.2301,24.95356995,121.16450509,201.3507,4.3709,8,4.064,4.975,0.7657,1.6199,-0.3430,0.7292,-1.4229,0.8059,1.6353
2026-04-27T00:15:00,-2994428.6883,4951309.1043,2674497.3299,24.95356880,121.16450613,201.8619,4.8374,8,4.073,4.985,0.8870,2.1133,-0.2380,0.6016,-0.9118,0.6470,1.1180
2026-04-27T00:15:30,-2994428.0334,4951308.6959,2674497.0609,24.95356922,121.16450267,201.1242,4.2037,8,4.081,4.995,0.8219,1.7901,-0.5871,0.6480,-1.6494,0.8744,1.8669
2026-04-27T00:16:00,-2994428.3265,4951309.2442,2674497.2243,24.95356819,121.16450234,201.7560,4.6217,8,4.089,5.005,0.8285,1.8081,-0.6200,0.5343,-1.0177,0.8185,1.3059
2026-04-27T00:16:30,-2994428.4559,4951308.7704,2674496.5202,24.95356372,121.16450587,201.1522,4.2855,8,4.097,5.014,0.7483,1.3818,-0.2641,0.0388,-1.6215,0.2669,1.6433
2026-04-27T00:17:00,-2994428.3328,4951308.5681,2674496.9768,24.95356835,121.16450586,201.1301,4.3671,8,4.105,5.024,0.7678,1.3263,-0.2647,0.5526,-1.6436,0.6127,1.7541
2026-04-27T00:17:30,-2994428.3979,4951308.6068,2674497.0007,24.95356830,121.16450622,201.2007,4.2859,8,4.113,5.034,0.8159,1.4434,-0.2290,0.5461,-1.5730,0.5921,1.6808
2026-04-27T00:18:00,-2994428.7905,4951309.1344,2674497.2745,24.95356804,121.16450684,201.9097,4.8878,8,4.121,5.043,0.9284,1.7604,-0.1661,0.5181,-0.8639,0.5441,1.0210
2026-04-27T00:18:30,-2994428.5551,4951308.8018,2674497.1334,24.95356844,121.16450655,201.4817,4.4622,8,4.129,5.052,0.9115,2.1317,-0.1955,0.5616,-1.2919,0.5947,1.4222
2026-04-27T00:19:00,-2994428.3765,4951308.7345,2674497.0080,24.95356798,121.16450538,201.2928,4.2086,8,4.137,5.062,0.7170,1.4977,-0.3134,0.5113,-1.4809,0.5997,1.5977
2026-04-27T00:19:30,-2994428.5513,4951309.2438,2674497.4618,24.95356969,121.16450425,201.9614,4.8189,8,4.145,5.071,0.7665,1.6595,-0.4274,0.7007,-0.8122,0.8208,1.1547
2026-04-27T00:20:00,-2994428.5567,4951309.2936,2674497.6226,24.95357083,121.16450404,202.0705,5.0266,8,4.147,5.072,0.8677,1.4363,-0.4485,0.8273,-0.7032,0.9411,1.1748
2026-04-27T00:20:30,-2994428.7160,4951309.5476,2674497.9286,24.95357220,121.16450409,202.4714,5.2882,8,4.132,5.052,0.8045,1.4818,-0.4437,0.9783,-0.3023,1.0742,1.1159
2026-04-27T00:21:00,-2994428.4352,4951308.7991,2674497.2647,24.95356976,121.16450555,201.4788,4.4902,8,4.117,5.031,0.7963,1.3639,-0.2966,0.7078,-1.2949,0.7675,1.5052
2026-04-27T00:21:30,-2994428.6406,4951309.5429,2674498.0127,24.95357305,121.16450347,202.4678,5.3392,8,4.101,5.011,0.8204,1.5214,-0.5058,1.0727,-0.3059,1.1860,1.2248
2026-04-27T00:22:00,-2994428.7061,4951309.4378,2674497.3918,24.95356818,121.16450457,202.1550,5.0565,8,4.086,4.990,0.8225,1.8286,-0.3953,0.5333,-0.6186,0.6639,0.9074
2026-04-27T00:22:30,-2994428.5761,4951309.1105,2674497.5448,24.95357076,121.16450514,201.9047,4.8796,8,4.071,4.970,0.6834,1.0746,-0.3373,0.8187,-0.8690,0.8854,1.2406
2026-04-27T00:23:00,-2994428.6211,4951309.7270,2674497.7851,24.95357063,121.16450237,202.5054,5.3897,8,4.056,4.949,0.7272,1.0131,-0.6178,0.8042,-0.2682,1.0141,1.0489
2026-04-27T00:23:30,-2994428.7198,4951309.0874,2674497.8799,24.95357329,121.16450648,202.0956,5.0037,8,4.040,4.929,0.7480,1.4301,-0.2023,1.0995,-0.6781,1.1179,1.3075
2026-04-27T00:24:00,-2994428.5907,4951309.1863,2674497.7770,24.95357238,121.16450488,202.0683,4.9788,8,4.025,4.908,0.6796,0.8765,-0.3639,0.9986,-0.7054,1.0628,1.2756
2026-04-27T00:24:30,-2994428.9503,4951309.9963,2674497.9517,24.95357046,121.16450378,202.9391,5.6992,8,4.009,4.887,0.6800,1.3226,-0.4754,0.7861,0.1654,0.9187,0.9335
2026-04-27T00:25:00,-2994428.6963,4951309.7810,2674498.3220,24.95357470,121.16450273,202.8091,5.6436,8,3.994,4.867,0.6763,0.9567,-0.5814,1.2550,0.0355,1.3832,1.3836
2026-04-27T00:25:30,-2994428.7048,4951309.4631,2674497.4744,24.95356878,121.16450443,202.2089,5.0837,8,3.978,4.846,0.7901,1.4070,-0.4096,0.5994,-0.5647,0.7260,0.9198
2026-04-27T00:26:00,-2994428.7771,4951309.4558,2674497.7302,24.95357075,121.16450508,202.3450,5.0982,8,3.963,4.825,0.7444,1.1819,-0.3439,0.8182,-0.4286,0.8876,0.9857
2026-04-27T00:26:30,-2994428.6855,4951309.2573,2674497.7384,24.95357165,121.16450532,202.1515,5.0478,8,3.948,4.805,0.6167,1.0323,-0.3196,0.9173,-0.6221,0.9714,1.1535
2026-04-27T00:27:00,-2994428.8613,4951309.5201,2674497.6476,24.95356970,121.16450546,202.3997,5.2456,8,3.932,4.785,0.5983,0.8079,-0.3052,0.7017,-0.3740,0.7652,0.8517
2026-04-27T00:27:30,-2994428.9655,4951309.6930,2674498.1041,24.95357267,121.16450546,202.7752,5.5272,8,3.917,4.764,0.7720,1.2391,-0.3054,1.0304,0.0015,1.0747,1.0747
2026-04-27T00:28:00,-2994428.9970,4951309.6562,2674497.6493,24.95356900,121.16450591,202.5696,5.2947,9,3.817,4.628,0.6202,1.0751,-0.2594,0.6245,-0.2041,0.6763,0.7064
2026-04-27T00:28:30,-2994428.6844,4951309.3837,2674497.7388,24.95357124,121.16450466,202.2493,5.0368,9,3.803,4.610,0.5869,0.8587,-0.3859,0.8723,-0.5244,0.9538,1.0885
