time,x,y,z,lat,lon,h,clock_bias_m,used_sats,pdop,gdop,east,north,up,horiz,three_d
2026-04-27T05:41:00,-2148741.5830,4426634.5110,4044653.7495,39.60862743,115.89249346,80.5389,-10.2196,9,1.841,2.101,0.0692,3.1360,-7.1024,3.1368,7.7643
2026-04-27T05:41:30,-2148741.8575,4426634.6816,4044653.2598,39.60862246,115.89249547,80.4373,-10.4115,9,1.846,2.107,0.2416,2.5845,-7.2040,2.5958,7.6574
2026-04-27T05:42:00,-2148741.3817,4426634.6680,4044653.0413,39.60862221,115.89249056,80.1285,-10.5461,9,1.850,2.112,-0.1805,2.5564,-7.5129,2.5628,7.9379
2026-04-27T05:42:30,-2148741.6917,4426634.1629,4044653.0691,39.60862423,115.89249637,79.9004,-10.6891,9,1.854,2.118,0.3190,2.7812,-7.7409,2.7995,8.2316
2026-04-27T05:43:00,-2148741.7890,4426634.1155,4044653.1348,39.60862469,115.89249763,79.9422,-10.5741,9,1.859,2.123,0.4272,2.8320,-7.6991,2.8640,8.2146
2026-04-27T05:43:30,-2148741.3975,4426634.3788,4044652.9002,39.60862268,115.89249219,79.8434,-10.5277,9,1.863,2.128,-0.0400,2.6092,-7.7979,2.6095,8.2229
2026-04-27T05:44:00,-2148742.1459,4426634.7054,4044653.2692,39.60862168,115.89249837,80.5568,-10.1605,9,1.867,2.133,0.4907,2.4978,-7.0845,2.5455,7.5280
2026-04-27T05:44:30,-2148742.0504,4426634.7623,4044653.2831,39.60862172,115.89249708,80.5730,-10.0221,9,1.871,2.138,0.3799,2.5025,-7.0683,2.5311,7.5079
2026-04-27T05:45:00,-2148742.6358,4426635.4217,4044655.7724,39.60863412,115.89249986,82.8140,-8.3331,10,1.558,1.753,0.6187,3.8791,-4.8274,3.9282,6.2237
2026-04-27T05:45:30,-2148743.2982,4426635.9469,4044656.3666,39.60863387,115.89250413,83.7797,-7.7116,10,1.562,1.758,0.9852,3.8513,-3.8617,3.9753,5.5421
2026-04-27T05:46:00,-2148742.9149,4426634.4423,4044656.4996,39.60864352,115.89250776,82.6927,-8.4487,10,1.565,1.762,1.2974,4.9233,-4.9486,5.0914,7.1001
2026-04-27T05:46:30,-2148742.9982,4426635.4906,4044656.0776,39.60863497,115.89250331,83.1783,-8.1288,10,1.569,1.767,0.9146,3.9739,-4.4631,4.0778,6.0454
2026-04-27T05:47:00,-2148742.9578,4426635.8052,4044656.4366,39.60863594,115.89250128,83.6116,-7.6411,10,1.573,1.771,0.7409,4.0812,-4.0297,4.1479,5.7830
2026-04-27T05:47:30,-2148742.4732,4426634.9236,4044655.8687,39.60863777,115.89250069,82.4755,-8.5996,10,1.576,1.776,0.6899,4.2842,-5.1659,4.3394,6.7466
2026-04-27T05:48:00,-2148742.9899,4426635.2537,4044656.0126,39.60863577,115.89250442,82.9697,-8.3494,10,1.580,1.780,1.0105,4.0619,-4.6716,4.1857,6.2725
2026-04-27T05:48:30,-2148742.5939,4426635.0856,4044656.1977,39.60863891,115.89250113,82.8381,-8.3950,10,1.583,1.784,0.7277,4.4112,-4.8032,4.4708,6.5619
2026-04-27T05:49:00,-2148741.8100,4426634.4878,4044655.1659,39.60863681,115.89249596,81.5022,-9.4296,10,1.587,1.789,0.2835,4.1774,-6.1392,4.1870,7.4310
2026-04-27T05:49:30,-2148742.2878,4426634.6622,4044655.6233,39.60863788,115.89250008,82.0754,-9.2107,10,1.590,1.793,0.6373,4.2967,-5.5659,4.3437,7.0602
2026-04-27T05:50:00,-2148742.2220,4426635.0360,4044655.7701,39.60863713,115.89249749,82.4060,-8.9887,10,1.594,1.797,0.4148,4.2138,-5.2353,4.2341,6.7332
2026-04-27T05:50:30,-2148743.0765,4426636.3097,4044656.3602,39.60863251,115.89249996,83.9524,-7.8302,10,1.597,1.801,0.6273,3.6999,-3.6889,3.7527,5.2622
2026-04-27T05:51:00,-2148742.7403,4426635.0517,4044655.8455,39.60863628,115.89250284,82.6393,-8.8446,10,1.600,1.805,0.8742,4.1186,-5.0020,4.2103,6.5381
2026-04-27T05:51:30,-2148742.0711,4426634.7759,4044655.5469,39.60863731,115.89249723,82.0326,-9.1615,10,1.604,1.809,0.3926,4.2330,-5.6088,4.2511,7.0378
2026-04-27T05:52:00,-2148742.6196,4426635.1316,4044655.1077,39.60863105,115.89250117,82.1836,-9.1936,10,1.607,1.813,0.7307,3.5379,-5.4577,3.6126,6.5450
2026-04-27T05:52:30,-2148742.4987,4426635.1769,4044655.4873,39.60863375,115.89249967,82.4164,-8.7628,10,1.610,1.817,0.6022,3.8380,-5.2249,3.8850,6.5110
2026-04-27T05:53:00,-2148742.5122,4426635.4220,4044655.6132,39.60863332,115.89249856,82.6711,-8.6000,10,1.613,1.821,0.5073,3.7907,-4.9702,3.8245,6.2713
2026-04-27T05:53:30,-2148742.7760,4426635.7706,4044655.7056,39.60863150,115.89249955,83.0604,-8.5086,10,1.616,1.825,0.5924,3.5885,-4.5809,3.6370,5.8492
2026-04-27T05:54:00,-2148742.4785,4426635.1999,4044654.6924,39.60862817,115.89249934,81.9188,-9.2796,10,1.619,1.829,0.5739,3.2180,-5.7225,3.2688,6.5904
2026-04-27T05:54:30,-2148742.1992,4426634.8411,4044654.7015,39.60863078,115.89249824,81.5820,-9.4882,10,1.622,1.832,0.4794,3.5086,-6.0594,3.5412,7.0182
2026-04-27T05:55:00,-2148742.7326,4426635.1375,4044654.8845,39.60862918,115.89250232,82.0835,-9.1449,10,1.625,1.836,0.8298,3.3311,-5.5578,3.4329,6.5326
2026-04-27T05:55:30,-2148742.1622,4426635.2121,4044654.9478,39.60863067,115.89249596,81.9836,-9.2182,10,1.628,1.839,0.2841,3.4959,-5.6577,3.5074,6.6567
2026-04-27T05:56:00,-2148742.2829,4426635.3544,4044654.9189,39.60862943,115.89249651,82.1045,-9.0845,10,1.631,1.843,0.3306,3.3584,-5.5369,3.3747,6.4842
2026-04-27T05:56:30,-2148742.4621,4426635.6473,4044655.1230,39.60862888,115.89249689,82.4979,-8.9295,10,1.633,1.846,0.3638,3.2978,-5.1435,3.3178,6.1207
2026-04-27T05:57:00,-2148742.2043,4426634.6400,4044654.0826,39.60862751,115.89249931,81.0497,-9.8200,10,1.636,1.850,0.5718,3.1458,-6.5916,3.1973,7.3261
2026-04-27T05:57:30,-2148742.7631,4426635.7777,4044654.8580,39.60862562,115.89249938,82.5206,-8.9119,10,1.639,1.853,0.5777,2.9350,-5.1208,2.9913,5.9305
2026-04-27T05:58:00,-2148742.1373,4426634.8208,4044654.5948,39.60863030,115.89249769,81.4791,-9.5373,10,1.641,1.856,0.4325,3.4553,-6.1623,3.4822,7.0781
2026-04-27T05:58:30,-2148742.4097,4426635.5863,4044654.7556,39.60862678,115.89249665,82.2037,-9.2424,10,1.644,1.859,0.3433,3.0643,-5.4376,3.0834,6.2510
2026-04-27T05:59:00,-2148742.1075,4426634.0835,4044653.9873,39.60862997,115.89250113,80.5707,-10.1914,10,1.646,1.862,0.7277,3.4184,-7.0707,3.4950,7.8873
2026-04-27T05:59:30,-2148742.4122,4426635.1641,4044654.5520,39.60862754,115.89249883,81.7822,-9.5318,10,1.648,1.865,0.5300,3.1489,-5.8591,3.1931,6.6728
2026-04-27T06:00:00,-2148741.8792,4426634.5613,4044653.9972,39.60862814,115.89249631,80.8314,-10.2315,10,1.651,1.867,0.3137,3.2156,-6.8100,3.2309,7.5375
2026-04-27T06:00:30,-2148742.1053,4426634.6489,4044654.4947,39.60863058,115.89249823,81.2853,-9.8233,10,1.653,1.870,0.4788,3.4857,-6.3561,3.5184,7.2649
2026-04-27T06:01:00,-2148742.2676,4426634.6071,4044654.1551,39.60862803,115.89250015,81.0944,-9.8332,10,1.655,1.872,0.6431,3.2029,-6.5469,3.2668,7.3167
2026-04-27T06:01:30,-2148741.9323,4426635.2300,4044654.4186,39.60862748,115.89249347,81.5813,-9.6349,10,1.657,1.875,0.0695,3.1419,-6.0600,3.1427,6.8264
2026-04-27T06:02:00,-2148742.0977,4426634.8623,4044653.9141,39.60862546,115.89249707,81.0605,-9.8733,10,1.659,1.877,0.3788,2.9181,-6.5808,2.9426,7.2087
2026-04-27T06:02:30,-2148741.9382,4426634.2879,4044653.6727,39.60862716,115.89249832,80.4548,-10.4095,10,1.661,1.880,0.4862,3.1060,-7.1865,3.1438,7.8441
2026-04-27T06:03:00,-2148742.0743,4426635.0293,4044653.8380,39.60862413,115.89249597,81.1198,-9.8622,10,1.662,1.882,0.2848,2.7702,-6.5215,2.7848,7.0912
2026-04-27T06:03:30,-2148742.0013,4426634.6832,4044654.0009,39.60862723,115.89249697,80.9593,-10.0762,10,1.664,1.884,0.3703,3.1145,-6.6820,3.1364,7.3815
2026-04-27T06:04:00,-2148741.9379,4426635.0623,4044653.9404,39.60862501,115.89249438,81.1621,-9.8206,10,1.666,1.886,0.1477,2.8681,-6.4792,2.8719,7.0872
2026-04-27T06:04:30,-2148742.3770,4426635.0650,4044654.1247,39.60862518,115.89249896,81.4292,-9.7483,10,1.667,1.887,0.5415,2.8863,-6.2121,2.9367,6.8713
2026-04-27T06:05:00,-2148742.0469,4426634.4805,4044653.4214,39.60862415,115.89249848,80.4646,-10.4537,10,1.668,1.889,0.4998,2.7717,-7.1767,2.8164,7.7095
2026-04-27T06:05:30,-2148741.9284,4426634.0184,4044653.5440,39.60862768,115.89249958,80.1827,-10.6344,10,1.670,1.891,0.5950,3.1641,-7.4586,3.2196,8.1238
2026-04-27T06:06:00,-2148741.4987,4426634.4298,4044653.4524,39.60862600,115.89249299,80.2649,-10.4171,10,1.671,1.892,0.0288,2.9772,-7.3765,2.9774,7.9547
2026-04-27T06:06:30,-2148742.0562,4426634.6116,4044653.9269,39.60862695,115.89249791,80.8809,-10.1970,10,1.672,1.893,0.4509,3.0833,-6.7604,3.1161,7.4440
2026-04-27T06:07:00,-2148741.3667,4426634.3099,4044653.0386,39.60862408,115.89249222,79.8736,-10.6168,10,1.673,1.895,-0.0375,2.7640,-7.7678,2.7642,8.2449
2026-04-27T06:07:30,-2148741.7664,4426634.2456,4044653.5349,39.60862685,115.89249673,80.2798,-10.5239,10,1.674,1.896,0.3501,3.0719,-7.3615,3.0918,7.9844
2026-04-27T06:08:00,-2148741.7279,4426634.5793,4044653.5818,39.60862555,115.89249463,80.5281,-10.3868,10,1.675,1.897,0.1697,2.9274,-7.1132,2.9323,7.6939
2026-04-27T06:08:30,-2148741.6863,4426634.4947,4044653.3024,39.60862415,115.89249463,80.2773,-10.2865,10,1.676,1.898,0.1693,2.7722,-7.3640,2.7774,7.8704
2026-04-27T06:09:00,-2148741.7337,4426634.8969,4044653.3144,39.60862204,115.89249308,80.5797,-10.3009,10,1.676,1.898,0.0362,2.5375,-7.0617,2.5378,7.5038
2026-04-27T06:09:30,-2148741.9633,4426634.4821,4044653.5830,39.60862547,115.89249759,80.5407,-10.2512,10,1.677,1.899,0.4239,2.9185,-7.1006,2.9491,7.6887
2026-04-27T06:10:00,-2148741.6508,4426634.5416,4044653.1684,39.60862307,115.89249402,80.2124,-10.5559,10,1.677,1.899,0.1169,2.6520,-7.4289,2.6545,7.8889
2026-04-27T06:10:30,-2148741.9596,4426634.9306,4044654.0032,39.60862608,115.89249527,81.1182,-9.9738,10,1.678,1.900,0.2247,2.9860,-6.5232,2.9945,7.1776
2026-04-27T06:11:00,-2148741.2542,4426634.3601,4044653.0059,39.60862387,115.89249078,79.8497,-10.7198,10,1.678,1.900,-0.1607,2.7413,-7.7917,2.7460,8.2614
2026-04-27T06:11:30,-2148741.4993,4426634.4397,4044652.8874,39.60862202,115.89249295,79.9117,-10.7179,10,1.678,1.900,0.0251,2.5361,-7.7296,2.5362,8.1351
2026-04-27T06:12:00,-2148741.4059,4426634.3224,4044653.1381,39.60862460,115.89249257,79.9588,-10.7365,10,1.678,1.900,-0.0077,2.8225,-7.6825,2.8225,8.1846
2026-04-27T06:12:30,-2148741.4497,4426634.6339,4044653.1426,39.60862292,115.89249144,80.1924,-10.5279,10,1.678,1.900,-0.1044,2.6351,-7.4490,2.6372,7.9020
2026-04-27T06:13:00,-2148741.7061,4426634.5450,4044653.1004,39.60862244,115.89249458,80.1900,-10.4757,10,1.678,1.900,0.1651,2.5822,-7.4513,2.5875,7.8878
2026-04-27T06:13:30,-2148741.4804,4426634.2811,4044652.7990,39.60862228,115.89249356,79.7391,-10.7681,10,1.677,1.899,0.0773,2.5641,-7.9023,2.5653,8.3082
2026-04-27T06:14:00,-2148741.1014,4426633.9316,4044653.0010,39.60862643,115.89249136,79.4981,-10.9472,10,1.677,1.899,-0.1111,3.0258,-8.1432,3.0278,8.6879
2026-04-27T06:14:30,-2148741.6623,4426634.4910,4044653.0858,39.60862273,115.89249439,80.1286,-10.4576,10,1.677,1.898,0.1493,2.6141,-7.5127,2.6184,7.9559
2026-04-27T06:15:00,-2148741.3846,4426634.1321,4044653.3594,39.60862717,115.89249331,79.9609,-10.5912,10,1.676,1.897,0.0561,3.1080,-7.6804,3.1085,8.2857
2026-04-27T06:15:30,-2148741.3770,4426634.1701,4044653.4397,39.60862756,115.89249304,80.0359,-10.7271,10,1.675,1.897,0.0327,3.1503,-7.6054,3.1504,8.2321
2026-04-27T06:16:00,-2148741.4406,4426634.1561,4044653.1754,39.60862563,115.89249378,79.8791,-10.8417,10,1.675,1.896,0.0961,2.9370,-7.7623,2.9385,8.2999
2026-04-27T06:16:30,-2148741.4202,4426634.3813,4044653.1934,39.60862465,115.89249242,80.0398,-10.6909,10,1.674,1.894,-0.0207,2.8273,-7.6016,2.8274,8.1104
2026-04-27T06:17:00,-2148741.7990,4426634.6329,4044653.6554,39.60862560,115.89249510,80.6361,-10.3252,10,1.673,1.893,0.2102,2.9335,-7.0053,2.9410,7.5976
2026-04-27T06:17:30,-2148741.6621,4426634.9926,4044653.7358,39.60862465,115.89249184,80.8906,-10.0489,10,1.672,1.892,-0.0699,2.8272,-6.7508,2.8281,7.3192
2026-04-27T06:18:00,-2148741.2635,4426634.0659,4044652.7712,39.60862374,115.89249238,79.4993,-11.1607,10,1.671,1.890,-0.0239,2.7266,-8.1421,2.7267,8.5865
2026-04-27T06:18:30,-2148741.3137,4426634.5525,4044653.5751,39.60862668,115.89249043,80.3658,-10.4811,10,1.669,1.889,-0.1912,3.0529,-7.2755,3.0588,7.8924
2026-04-27T06:19:00,-2148741.5067,4426634.4345,4044653.5509,39.60862664,115.89249305,80.3336,-10.4928,10,1.668,1.887,0.0340,3.0482,-7.3077,3.0484,7.9180
2026-04-27T06:19:30,-2148741.7735,4426635.0891,4044654.2245,39.60862726,115.89249252,81.3065,-9.7691,10,1.667,1.885,-0.0119,3.1174,-6.3348,3.1174,7.0603
2026-04-27T06:20:00,-2148741.7938,4426635.0113,4044653.7831,39.60862455,115.89249313,80.9780,-10.1897,10,1.665,1.883,0.0404,2.8164,-6.6633,2.8166,7.2342
2026-04-27T06:20:30,-2148741.1784,4426634.5017,4044653.4025,39.60862608,115.89248927,80.1752,-10.5758,10,1.663,1.881,-0.2908,2.9867,-7.4662,3.0008,8.0466
2026-04-27T06:21:00,-2148741.5509,4426634.8670,4044654.3062,39.60862953,115.89249132,81.1298,-10.2212,10,1.662,1.879,-0.1152,3.3697,-6.5116,3.3717,7.3327
2026-04-27T06:21:30,-2148741.6346,4426634.7549,4044653.9674,39.60862755,115.89249276,80.8642,-10.4184,10,1.660,1.877,0.0091,3.1497,-6.7771,3.1497,7.4733
2026-04-27T06:22:00,-2148741.4529,4426634.8839,4044654.0763,39.60862809,115.89249020,80.9619,-10.2169,10,1.658,1.874,-0.2107,3.2101,-6.6794,3.2170,7.4138
2026-04-27T06:22:30,-2148741.4305,4426635.1311,4044653.9310,39.60862587,115.89248871,81.0330,-10.0480,10,1.656,1.872,-0.3388,2.9627,-6.6083,2.9820,7.2500
2026-04-27T06:23:00,-2148741.5117,4426635.3568,4044654.0067,39.60862502,115.89248841,81.2652,-9.9448,10,1.654,1.869,-0.3643,2.8690,-6.3761,2.8920,7.0013
2026-04-27T06:23:30,-2148741.1316,4426633.7769,4044653.0101,39.60862722,115.89249247,79.4068,-11.2951,10,1.652,1.867,-0.0163,3.1131,-8.2345,3.1132,8.8033
2026-04-27T06:24:00,-2148741.5912,4426635.0767,4044654.6481,39.60863072,115.89249067,81.5066,-9.8366,10,1.650,1.864,-0.1705,3.5016,-6.1347,3.5058,7.0658
2026-04-27T06:24:30,-2148740.9545,4426634.4372,4044653.6826,39.60862892,115.89248725,80.2337,-10.5998,10,1.647,1.861,-0.4640,3.3018,-7.4077,3.3343,8.1235
2026-04-27T06:25:00,-2148741.2581,4426634.9589,4044654.0674,39.60862813,115.89248778,80.9427,-10.0423,10,1.645,1.858,-0.4187,3.2145,-6.6986,3.2417,7.4418
2026-04-27T06:25:30,-2148741.3667,4426634.8563,4044653.5157,39.60862456,115.89248944,80.5564,-10.5353,10,1.642,1.855,-0.2762,2.8181,-7.0849,2.8316,7.6298
2026-04-27T06:26:00,-2148741.7741,4426635.0589,4044653.6531,39.60862345,115.89249268,80.9215,-10.1527,10,1.640,1.852,0.0019,2.6943,-6.7198,2.6943,7.2398
2026-04-27T06:26:30,-2148741.9154,4426634.9737,4044653.5638,39.60862291,115.89249459,80.8530,-10.3836,10,1.637,1.848,0.1662,2.6351,-6.7883,2.6403,7.2837
2026-04-27T06:27:00,-2148741.3773,4426634.9018,4044654.3496,39.60863009,115.89248932,81.1231,-10.0640,10,1.635,1.845,-0.2866,3.4315,-6.5182,3.4435,7.3719
2026-04-27T06:27:30,-2148741.5047,4426635.1027,4044654.2972,39.60862837,115.89248963,81.2719,-9.9146,10,1.632,1.841,-0.2597,3.2404,-6.3695,3.2508,7.1511
2026-04-27T06:28:00,-2148741.7996,4426635.5463,4044654.3431,39.60862565,115.89249047,81.7078,-9.6832,10,1.629,1.838,-0.1880,2.9393,-5.9335,2.9453,6.6243
2026-04-27T06:28:30,-2148741.3762,4426635.1925,4044654.4111,39.60862902,115.89248783,81.3635,-9.9419,10,1.626,1.834,-0.4144,3.3125,-6.2778,3.3383,7.1103
2026-04-27T06:29:00,-2148741.4633,4426635.3387,4044654.5820,39.60862923,115.89248800,81.6031,-9.8204,10,1.623,1.831,-0.3999,3.3361,-6.0383,3.3599,6.9101
2026-04-27T06:29:30,-2148741.4614,4426635.0039,4044654.6603,39.60863151,115.89248968,81.4203,-10.0978,10,1.620,1.827,-0.2555,3.5889,-6.2210,3.5980,7.1866
2026-04-27T06:30:00,-2148741.2563,4426634.3633,4044654.2088,39.60863220,115.89249079,80.6195,-10.6474,10,1.617,1.823,-0.1602,3.6656,-7.0219,3.6691,7.9227
2026-04-27T06:30:30,-2148741.4428,4426635.4992,4044655.0161,39.60863146,115.89248697,81.9841,-9.6339,10,1.614,1.819,-0.4885,3.5841,-5.6572,3.6173,6.7148
2026-04-27T06:31:00,-2148741.4379,4426634.9844,4044654.5564,39.60863094,115.89248953,81.3326,-10.0823,10,1.611,1.815,-0.2681,3.5266,-6.3087,3.5368,7.2325
2026-04-27T06:31:30,-2148741.2171,4426635.2912,4044655.0339,39.60863323,115.89248566,81.7754,-9.8973,10,1.608,1.811,-0.6007,3.7800,-5.8659,3.8274,7.0041
2026-04-27T06:32:00,-2148741.2842,4426634.5090,4044654.4006,39.60863270,115.89249034,80.8521,-10.4164,10,1.604,1.807,-0.1987,3.7220,-6.7892,3.7273,7.7451
2026-04-27T06:32:30,-2148741.0155,4426634.8346,4044654.3110,39.60863107,115.89248587,80.9302,-10.2723,10,1.601,1.803,-0.5826,3.5410,-6.7111,3.5886,7.6103
2026-04-27T06:33:00,-2148741.0023,4426634.4816,4044654.2768,39.60863269,115.89248753,80.6593,-10.4121,10,1.598,1.798,-0.4404,3.7208,-6.9820,3.7468,7.9238
2026-04-27T06:33:30,-2148741.3104,4426635.5041,4044654.5670,39.60862865,115.89248556,81.6567,-9.7195,10,1.594,1.794,-0.6097,3.2722,-5.9846,3.3285,6.8479
2026-04-27T06:34:00,-2148741.2047,4426634.5585,4044654.9931,39.60863676,115.89248926,81.2374,-10.0389,10,1.591,1.790,-0.2919,4.1722,-6.4039,4.1824,7.6487
2026-04-27T06:34:30,-2148741.2783,4426635.6787,4044655.2065,39.60863227,115.89248433,82.1746,-9.3165,10,1.587,1.785,-0.7148,3.6737,-5.4667,3.7426,6.6251
2026-04-27T06:35:00,-2148741.5882,4426634.8851,4044654.3586,39.60862971,115.89249161,81.1883,-9.9145,10,1.584,1.781,-0.0895,3.3893,-6.4530,3.3905,7.2895
2026-04-27T06:35:30,-2148741.4686,4426635.2607,4044654.6436,39.60863005,115.89248845,81.5900,-9.5868,10,1.580,1.776,-0.3611,3.4268,-6.0513,3.4458,6.9636
2026-04-27T06:36:00,-2148741.8477,4426635.6814,4044655.0440,39.60862970,115.89249028,82.2644,-9.2197,10,1.576,1.772,-0.2038,3.3884,-5.3769,3.3945,6.3587
2026-04-27T06:36:30,-2148741.2248,4426634.7913,4044654.5642,39.60863253,115.89248828,81.1321,-9.9550,10,1.573,1.767,-0.3755,3.7027,-6.5092,3.7217,7.4981
2026-04-27T06:37:00,-2148741.2630,4426635.8720,4044655.1822,39.60863114,115.89248319,82.2879,-9.0030,10,1.569,1.763,-0.8130,3.5483,-5.3534,3.6403,6.4738
2026-04-27T06:37:30,-2148741.1729,4426635.2651,4044654.9926,39.60863319,115.89248533,81.7161,-9.4491,10,1.565,1.758,-0.6290,3.7754,-5.9252,3.8274,7.0539
2026-04-27T06:38:00,-2148741.1978,4426635.1919,4044654.7809,39.60863203,115.89248596,81.5388,-9.4625,10,1.561,1.753,-0.5747,3.6473,-6.1026,3.6923,7.1326
2026-04-27T06:38:30,-2148741.3983,4426635.4200,4044655.5427,39.60863564,115.89248691,82.2500,-8.9890,10,1.558,1.748,-0.4939,4.0476,-5.3913,4.0776,6.7597
2026-04-27T06:39:00,-2148741.2281,4426635.6229,4044655.1831,39.60863252,115.89248409,82.1042,-9.1456,10,1.554,1.744,-0.7356,3.7016,-5.5372,3.7740,6.7010
2026-04-27T06:39:30,-2148741.1790,4426635.4562,4044655.2798,39.60863418,115.89248442,82.0337,-9.2113,10,1.550,1.739,-0.7070,3.8854,-5.6076,3.9492,6.8587
2026-04-27T06:40:00,-2148741.4186,4426635.5993,4044655.9457,39.60863746,115.89248621,82.6380,-8.8911,10,1.546,1.734,-0.5540,4.2497,-5.0033,4.2856,6.5879
2026-04-27T06:40:30,-2148741.1313,4426635.3171,4044655.8271,39.60863881,115.89248463,82.2702,-9.0894,10,1.542,1.729,-0.6892,4.4001,-5.3711,4.4538,6.9775
2026-04-27T06:41:00,-2148741.0864,4426635.1182,4044655.0751,39.60863473,115.89248517,81.6378,-9.4178,10,1.538,1.724,-0.6427,3.9474,-6.0035,3.9993,7.2137
2026-04-27T06:41:30,-2148740.6875,4426635.0932,4044655.9336,39.60864182,115.89248112,82.0337,-9.2473,10,1.534,1.719,-0.9906,4.7341,-5.6077,4.8366,7.4053
2026-04-27T06:42:00,-2148740.8769,4426635.5684,4044656.1099,39.60864011,115.89248069,82.5391,-8.8241,10,1.530,1.714,-1.0278,4.5446,-5.1022,4.6594,6.9096
2026-04-27T06:42:30,-2148741.0680,4426635.6881,4044656.3355,39.60864058,115.89248208,82.8302,-8.6816,10,1.526,1.709,-0.9081,4.5966,-4.8111,4.6855,6.7157
2026-04-27T06:43:00,-2148741.2970,4426633.8213,4044652.9130,39.60862590,115.89249397,79.4313,-11.1063,9,1.862,2.112,0.1131,2.9668,-8.2100,2.9689,8.7303
2026-04-27T06:43:30,-2148741.1828,4426633.5654,4044652.0722,39.60862168,115.89249408,78.6796,-11.4827,9,1.857,2.106,0.1221,2.4976,-8.9618,2.5006,9.3041
2026-04-27T06:44:00,-2148741.3424,4426634.0107,4044652.1930,39.60861981,115.89249349,79.1189,-11.0511,9,1.851,2.099,0.0712,2.2908,-8.5224,2.2919,8.8252
2026-04-27T06:44:30,-2148741.1484,4426633.5470,4044652.0649,39.60862181,115.89249381,78.6506,-11.4813,9,1.846,2.093,0.0992,2.5121,-8.9907,2.5141,9.3356
2026-04-27T06:45:00,-2148741.9310,4426636.1971,4044653.0266,39.60861283,115.89248853,81.3637,-9.3989,8,2.194,2.540,-0.3541,1.5152,-6.2776,1.5560,6.4676
2026-04-27T06:45:30,-2148741.9179,4426636.3072,4044653.6182,39.60861640,115.89248784,81.8128,-8.9233,8,2.188,2.532,-0.4139,1.9115,-5.8286,1.9558,6.1479
2026-04-27T06:46:00,-2148742.3851,4426636.8248,4044653.6219,39.60861258,115.89249010,82.3310,-8.7962,8,2.182,2.523,-0.2196,1.4873,-5.3103,1.5035,5.5190
2026-04-27T06:46:30,-2148742.1468,4426636.5231,4044653.5559,39.60861428,115.89248914,81.9997,-9.1587,8,2.175,2.515,-0.3023,1.6759,-5.6416,1.7029,5.8931
2026-04-27T06:47:00,-2148742.0880,4426636.0576,4044653.5461,39.60861676,115.89249089,81.6511,-9.2840,8,2.169,2.506,-0.1519,1.9517,-5.9903,1.9576,6.3020
2026-04-27T06:47:30,-2148742.3117,4426636.5747,4044653.9145,39.60861608,115.89249060,82.3196,-8.8417,8,2.162,2.498,-0.1764,1.8767,-5.3218,1.8850,5.6457
2026-04-27T06:48:00,-2148742.3009,4426635.8414,4044652.9753,39.60861338,115.89249422,81.2090,-9.6132,8,2.155,2.489,0.1340,1.5767,-6.4324,1.5824,6.6242
2026-04-27T06:48:30,-2148741.1813,4426635.5079,4044653.4792,39.60862141,115.89248419,80.9224,-9.9956,8,2.149,2.481,-0.7275,2.4679,-6.7189,2.5729,7.1947
2026-04-27T06:49:00,-2148741.8169,4426635.9171,4044653.5921,39.60861849,115.89248876,81.4918,-9.4746,8,2.142,2.472,-0.3344,2.1432,-6.1495,2.1692,6.5209
2026-04-27T06:49:30,-2148741.7361,4426635.6628,4044653.5806,39.60861992,115.89248921,81.2810,-9.7401,8,2.135,2.463,-0.2960,2.3027,-6.3603,2.3216,6.7708
2026-04-27T06:50:00,-2148742.1512,4426636.6497,4044653.8174,39.60861543,115.89248854,82.2557,-9.0385,8,2.128,2.454,-0.3536,1.8035,-5.3856,1.8378,5.6906
2026-04-27T06:50:30,-2148742.0763,4426636.5542,4044653.8249,39.60861616,115.89248824,82.1690,-9.1045,8,2.121,2.446,-0.3793,1.8849,-5.4723,1.9227,5.8002
2026-04-27T06:51:00,-2148741.9103,4426635.7920,4044653.4778,39.60861810,115.89249038,81.3636,-9.6478,8,2.115,2.437,-0.1958,2.1010,-6.2777,2.1101,6.6228
2026-04-27T06:51:30,-2148741.9284,4426636.2879,4044653.4045,39.60861499,115.89248804,81.6667,-9.3293,8,2.108,2.428,-0.3961,1.7550,-5.9746,1.7992,6.2396
2026-04-27T06:52:00,-2148742.2066,4426637.1660,4044654.0895,39.60861451,115.89248649,82.8056,-8.4127,8,2.101,2.419,-0.5292,1.7016,-4.8358,1.7820,5.1537
2026-04-27T06:52:30,-2148742.1941,4426636.8360,4044654.0386,39.60861589,115.89248804,82.5402,-8.6749,8,2.094,2.410,-0.3963,1.8551,-5.1011,1.8970,5.4424
2026-04-27T06:53:00,-2148742.0742,4426636.5722,4044653.3247,39.60861260,115.89248813,81.8619,-9.3248,8,2.087,2.401,-0.3891,1.4898,-5.7794,1.5398,5.9810
2026-04-27T06:53:30,-2148741.7239,4426635.4879,4044653.4473,39.60861993,115.89248997,81.0707,-9.7035,8,2.080,2.392,-0.2307,2.3037,-6.5706,2.3152,6.9665
2026-04-27T06:54:00,-2148742.0120,4426636.6294,4044654.1734,39.60861835,115.89248718,82.4217,-8.7874,8,2.073,2.383,-0.4700,2.1282,-5.2196,2.1795,5.6563
