time,x,y,z,lat,lon,h,clock_bias_m,used_sats,pdop,gdop,east,north,up,horiz,three_d
2026-04-27T13:32:30,-2148743.7865,4426640.9147,4044655.3092,39.60859965,115.89248398,86.7129,-1.8808,8,2.221,2.549,-0.7449,0.0515,-0.9285,0.7467,1.1915
2026-04-27T13:33:00,-2148743.3109,4426640.7022,4044655.1278,39.60860068,115.89248008,86.2900,-1.9873,8,2.222,2.551,-1.0800,0.1659,-1.3514,1.0927,1.7378
2026-04-27T13:33:30,-2148744.2012,4426641.4596,4044655.7423,39.60859880,115.89248556,87.5062,-1.0330,8,2.223,2.552,-0.6098,-0.0429,-0.1351,0.6113,0.6261
2026-04-27T13:34:00,-2148744.2832,4426641.5642,4044655.4645,39.60859612,115.89248588,87.4292,-1.0992,8,2.224,2.553,-0.5817,-0.3397,-0.2122,0.6737,0.7063
2026-04-27T13:34:30,-2148744.6044,4426641.6462,4044655.3739,39.60859426,115.89248883,87.5362,-1.1486,8,2.224,2.554,-0.3285,-0.5460,-0.1051,0.6372,0.6458
2026-04-27T13:35:00,-2148744.4876,4426641.7661,4044655.6093,39.60859557,115.89248700,87.7302,-0.9927,8,2.224,2.555,-0.4859,-0.4009,0.0889,0.6300,0.6362
2026-04-27T13:35:30,-2148744.3081,4426641.8091,4044655.4487,39.60859468,115.89248490,87.5972,-0.9548,8,2.224,2.555,-0.6662,-0.4993,-0.0441,0.8325,0.8337
2026-04-27T13:36:00,-2148744.0429,4426641.3696,4044655.0094,39.60859457,115.89248436,86.9233,-1.5436,8,2.224,2.555,-0.7129,-0.5118,-0.7180,0.8776,1.1339
2026-04-27T13:36:30,-2148744.0968,4426641.7473,4044655.2467,39.60859413,115.89248300,87.3545,-1.1756,8,2.223,2.555,-0.8293,-0.5606,-0.2868,1.0011,1.0413
2026-04-27T13:37:00,-2148744.2720,4426641.0100,4044655.7710,39.60860114,115.89248858,87.2367,-1.0198,8,2.223,2.555,-0.3497,0.2174,-0.4046,0.4118,0.5773
2026-04-27T13:37:30,-2148743.8443,4426641.4086,4044655.3692,39.60859736,115.89248208,87.1129,-1.3190,8,2.222,2.554,-0.9085,-0.2017,-0.5284,0.9307,1.0702
2026-04-27T13:38:00,-2148744.2899,4426642.0668,4044656.0130,39.60859732,115.89248340,88.1294,-0.5282,8,2.221,2.554,-0.7951,-0.2072,0.4881,0.8217,0.9557
2026-04-27T13:38:30,-2148743.7721,4426640.9081,4044655.2717,39.60859945,115.89248387,86.6796,-1.6115,8,2.220,2.553,-0.7550,0.0303,-0.9618,0.7556,1.2231
2026-04-27T13:39:00,-2148744.1576,4426641.8061,4044655.7681,39.60859729,115.89248334,87.7481,-0.6020,8,2.219,2.552,-0.8003,-0.2096,0.1068,0.8273,0.8342
2026-04-27T13:39:30,-2148743.6258,4426641.5180,4044655.1302,39.60859569,115.89247923,86.9628,-1.4480,8,2.217,2.550,-1.1530,-0.3877,-0.6785,1.2164,1.3928
2026-04-27T13:40:00,-2148744.0271,4426641.0493,4044655.7970,39.60860173,115.89248582,87.1981,-1.0368,8,2.216,2.549,-0.5872,0.2830,-0.4432,0.6519,0.7883
2026-04-27T13:40:30,-2148744.4168,4426641.4292,4044655.7912,39.60859875,115.89248797,87.5888,-0.7572,8,2.214,2.547,-0.4025,-0.0477,-0.0525,0.4054,0.4088
2026-04-27T13:41:00,-2148743.8551,4426640.9892,4044655.6788,39.60860165,115.89248432,87.0232,-1.1133,8,2.212,2.545,-0.7157,0.2744,-0.6181,0.7665,0.9847
2026-04-27T13:41:30,-2148743.8405,4426641.1750,4044655.8379,39.60860183,115.89248322,87.2485,-0.9178,8,2.210,2.543,-0.8100,0.2944,-0.3928,0.8619,0.9472
2026-04-27T13:42:00,-2148744.4509,4426641.7324,4044655.8863,39.60859776,115.89248678,87.8711,-0.3947,8,2.207,2.540,-0.5043,-0.1579,0.2298,0.5284,0.5762
2026-04-27T13:42:30,-2148744.4496,4426642.0647,4044655.8879,39.60859606,115.89248508,88.1020,-0.4705,8,2.205,2.537,-0.6506,-0.3469,0.4606,0.7373,0.8694
2026-04-27T13:43:00,-2148744.1710,4426641.2218,4044655.5767,39.60859895,115.89248645,87.2256,-1.0726,8,2.202,2.535,-0.5331,-0.0256,-0.4157,0.5337,0.6765
2026-04-27T13:43:30,-2148744.0805,4426641.2703,4044655.9806,39.60860173,115.89248525,87.4863,-0.8224,8,2.199,2.532,-0.6357,0.2829,-0.1551,0.6958,0.7129
2026-04-27T13:44:00,-2148744.2187,4426642.4561,4044655.7399,39.60859359,115.89248067,88.2012,-0.1248,8,2.196,2.528,-1.0292,-0.6212,0.5598,1.2021,1.3261
2026-04-27T13:44:30,-2148743.8755,4426641.0589,4044655.6985,39.60860138,115.89248418,87.0910,-0.9518,8,2.193,2.525,-0.7278,0.2439,-0.5504,0.7676,0.9445
2026-04-27T13:45:00,-2148744.0480,4426641.3315,4044655.9671,39.60860140,115.89248460,87.5092,-0.6671,8,2.190,2.521,-0.6917,0.2464,-0.1322,0.7343,0.7461
2026-04-27T13:45:30,-2148744.0409,4426641.4575,4044655.6656,39.60859868,115.89248389,87.4019,-0.7685,8,2.186,2.518,-0.7531,-0.0561,-0.2394,0.7551,0.7922
2026-04-27T13:46:00,-2148744.0566,4426641.0722,4044655.8276,39.60860175,115.89248601,87.2434,-0.9207,8,2.183,2.514,-0.5707,0.2853,-0.3979,0.6381,0.7520
2026-04-27T13:46:30,-2148744.1325,4426641.6264,4044656.0329,39.60860012,115.89248399,87.7839,-0.2807,8,2.179,2.509,-0.7444,0.1044,0.1426,0.7517,0.7651
2026-04-27T13:47:00,-2148743.9731,4426641.0151,4044655.7183,39.60860150,115.89248543,87.1061,-0.9414,8,2.175,2.505,-0.6209,0.2571,-0.5353,0.6720,0.8591
2026-04-27T13:47:30,-2148743.9944,4426641.6047,4044655.8652,39.60859942,115.89248265,87.6155,-0.4547,8,2.171,2.501,-0.8592,0.0262,-0.0259,0.8596,0.8600
2026-04-27T13:48:00,-2148744.0655,4426641.6319,4044656.0508,39.60860039,115.89248326,87.7766,-0.2121,8,2.167,2.496,-0.8071,0.1338,0.1353,0.8181,0.8292
2026-04-27T13:48:30,-2148743.7739,4426640.5259,4044656.1101,39.60860724,115.89248583,86.9498,-0.8662,8,2.163,2.491,-0.5864,0.8950,-0.6915,1.0700,1.2740
2026-04-27T13:49:00,-2148744.4798,4426642.5196,4044655.9876,39.60859432,115.89248308,88.4910,0.2089,8,2.158,2.486,-0.8220,-0.5394,0.8497,0.9832,1.2995
2026-04-27T13:49:30,-2148743.7785,4426642.0242,4044656.1744,39.60859994,115.89247826,88.0308,-0.1086,8,2.154,2.481,-1.2366,0.0839,0.3894,1.2395,1.2992
2026-04-27T13:50:00,-2148743.2671,4426640.6866,4044655.5060,39.60860349,115.89247970,86.5055,-1.2316,9,1.977,2.253,-1.1126,0.4785,-1.1359,1.2111,1.6604
2026-04-27T13:50:30,-2148743.5514,4426641.0108,4044655.6398,39.60860203,115.89248103,86.9112,-1.0104,9,1.974,2.250,-0.9983,0.3164,-0.7301,1.0473,1.2767
2026-04-27T13:51:00,-2148743.5031,4426641.4107,4044655.7757,39.60860103,115.89247849,87.2587,-0.6022,9,1.971,2.246,-1.2165,0.2053,-0.3826,1.2337,1.2916
2026-04-27T13:51:30,-2148743.4891,4426641.2133,4044655.7963,39.60860223,115.89247935,87.1304,-0.8194,9,1.967,2.243,-1.1429,0.3382,-0.5109,1.1919,1.2968
2026-04-27T13:52:00,-2148743.9440,4426642.3631,4044656.1004,39.60859726,115.89247827,88.2742,0.1097,9,1.964,2.239,-1.2357,-0.2136,0.6328,1.2540,1.4046
2026-04-27T13:52:30,-2148743.9502,4426642.0958,4044655.7960,39.60859651,115.89247969,87.8969,-0.2350,9,1.960,2.235,-1.1134,-0.2966,0.2556,1.1522,1.1803
2026-04-27T13:53:00,-2148743.7533,4426641.1809,4044655.8446,39.60860207,115.89248228,87.2276,-0.6687,9,1.957,2.231,-0.8910,0.3204,-0.4137,0.9469,1.0333
2026-04-27T13:53:30,-2148743.2700,4426640.1740,4044655.3173,39.60860482,115.89248234,86.0310,-1.4182,9,1.953,2.227,-0.8861,0.6263,-1.6104,1.0851,1.9418
2026-04-27T13:54:00,-2148743.9215,4426641.3888,4044656.0010,39.60860166,115.89248299,87.5279,-0.4649,9,1.949,2.223,-0.8304,0.2750,-0.1134,0.8748,0.8821
2026-04-27T13:54:30,-2148743.4827,4426641.1955,4044655.6485,39.60860131,115.89247937,87.0216,-0.5818,9,1.946,2.219,-1.1408,0.2364,-0.6197,1.1650,1.3196
2026-04-27T13:55:00,-2148743.7481,4426641.7574,4044655.9183,39.60859961,115.89247930,87.6723,-0.2320,9,1.942,2.214,-1.1475,0.0480,0.0310,1.1485,1.1489
2026-04-27T13:55:30,-2148744.0080,4426642.0147,4044655.9025,39.60859752,115.89248071,87.9280,-0.2078,9,1.938,2.210,-1.0260,-0.1841,0.2867,1.0424,1.0811
2026-04-27T13:56:00,-2148744.1773,4426642.2719,4044655.9001,39.60859575,115.89248118,88.1617,0.1634,9,1.934,2.206,-0.9860,-0.3805,0.5203,1.0569,1.1781
2026-04-27T13:56:30,-2148744.0703,4426641.9026,4044656.1025,39.60859933,115.89248193,87.9988,-0.0023,9,1.930,2.201,-0.9210,0.0170,0.3575,0.9211,0.9881
2026-04-27T13:57:00,-2148743.9600,4426642.0078,4044656.0310,39.60859857,115.89248024,87.9890,-0.0281,9,1.925,2.196,-1.0661,-0.0677,0.3477,1.0683,1.1235
2026-04-27T13:57:30,-2148743.7380,4426641.6191,4044655.8038,39.60859956,115.89247989,87.5001,-0.4464,9,1.921,2.192,-1.0961,0.0420,-0.1413,1.0969,1.1060
2026-04-27T13:58:00,-2148743.4198,4426641.3900,4044655.6487,39.60860046,115.89247772,87.1354,-0.7211,9,1.917,2.187,-1.2823,0.1424,-0.5060,1.2902,1.3859
2026-04-27T13:58:30,-2148743.4383,4426641.4868,4044655.9208,39.60860181,115.89247743,87.3822,-0.5412,9,1.913,2.182,-1.3079,0.2914,-0.2592,1.3400,1.3648
2026-04-27T13:59:00,-2148743.6881,4426641.1890,4044655.8485,39.60860222,115.89248156,87.2137,-0.5611,9,1.908,2.177,-0.9533,0.3370,-0.4276,1.0111,1.0978
2026-04-27T13:59:30,-2148742.9698,4426640.9064,4044655.9261,39.60860602,115.89247547,86.8256,-0.9237,10,1.450,1.607,-1.4760,0.7588,-0.8157,1.6597,1.8493
2026-04-27T14:00:00,-2148742.7577,4426640.3074,4044655.8375,39.60860903,115.89247629,86.2827,-1.2733,10,1.450,1.607,-1.4052,1.0932,-1.3587,1.7803,2.2395
2026-04-27T14:00:30,-2148743.1255,4426641.6326,4044655.8717,39.60860150,115.89247341,87.3467,-0.6173,10,1.449,1.607,-1.6530,0.2571,-0.2946,1.6729,1.6986
2026-04-27T14:01:00,-2148742.9275,4426640.7192,4044655.6908,39.60860546,115.89247598,86.5317,-1.1874,10,1.449,1.607,-1.4323,0.6967,-1.1097,1.5928,1.9412
2026-04-27T14:01:30,-2148743.0741,4426640.8298,4044655.5459,39.60860351,115.89247695,86.5653,-0.9638,10,1.449,1.606,-1.3487,0.4808,-1.0761,1.4319,1.7911
2026-04-27T14:02:00,-2148743.6140,4426641.1871,4044656.3000,39.60860555,115.89248079,87.4753,-0.4129,10,1.448,1.606,-1.0190,0.7066,-0.1660,1.2400,1.2511
2026-04-27T14:02:30,-2148743.4861,4426640.9033,4044656.3092,39.60860740,115.89248089,87.2414,-0.6500,10,1.448,1.605,-1.0101,0.9120,-0.3999,1.3609,1.4185
2026-04-27T14:03:00,-2148743.4157,4426640.5554,4044656.1776,39.60860846,115.89248193,86.8927,-0.9464,10,1.447,1.605,-0.9216,1.0297,-0.7486,1.3819,1.5717
2026-04-27T14:03:30,-2148743.4881,4426640.6496,4044656.6208,39.60861086,115.89248220,87.2649,-0.5894,10,1.446,1.604,-0.8976,1.2971,-0.3764,1.5774,1.6217
2026-04-27T14:04:00,-2148743.3588,4426640.8587,4044656.1836,39.60860707,115.89247979,87.0876,-0.6720,10,1.446,1.604,-1.1053,0.8763,-0.5537,1.4105,1.5153
2026-04-27T14:04:30,-2148743.1038,4426640.8542,4044656.5305,39.60861014,115.89247714,87.2199,-0.7026,10,1.445,1.603,-1.3327,1.2171,-0.4214,1.8048,1.8534
2026-04-27T14:05:00,-2148743.3052,4426641.3328,4044656.1389,39.60860445,115.89247682,87.3697,-0.4415,10,1.444,1.602,-1.3604,0.5849,-0.2716,1.4808,1.5055
2026-04-27T14:05:30,-2148743.3715,4426640.2394,4044656.2094,39.60861042,115.89248307,86.6791,-0.8202,10,1.443,1.601,-0.8233,1.2478,-0.9622,1.4949,1.7778
2026-04-27T14:06:00,-2148743.3190,4426640.5916,4044656.2213,39.60860882,115.89248073,86.9132,-0.6180,10,1.442,1.600,-1.0243,1.0696,-0.7282,1.4810,1.6503
2026-04-27T14:06:30,-2148743.1081,4426641.4035,4044656.4551,39.60860677,115.89247439,87.5540,-0.2738,10,1.441,1.599,-1.5687,0.8428,-0.0874,1.7807,1.7829
2026-04-27T14:07:00,-2148743.2234,4426640.8000,4044656.8673,39.60861246,115.89247867,87.4373,-0.5010,10,1.440,1.598,-1.2013,1.4744,-0.2040,1.9019,1.9128
2026-04-27T14:07:30,-2148743.6492,4426641.4403,4044656.3940,39.60860480,115.89247987,87.7225,-0.2451,10,1.439,1.597,-1.0979,0.6240,0.0812,1.2629,1.2655
2026-04-27T14:08:00,-2148743.4953,4426641.2783,4044656.3308,39.60860559,115.89247908,87.5182,-0.4592,9,1.541,1.716,-1.1657,0.7110,-0.1231,1.3654,1.3710
2026-04-27T14:08:30,-2148743.2133,4426641.5460,4044656.3789,39.60860524,115.89247477,87.6395,-0.3306,9,1.543,1.718,-1.5363,0.6731,-0.0018,1.6772,1.6772
2026-04-27T14:09:00,-2148743.3389,4426641.1754,4044655.9718,39.60860402,115.89247797,87.1654,-0.6648,9,1.545,1.720,-1.2614,0.5369,-0.4759,1.3709,1.4512
2026-04-27T14:09:30,-2148743.0424,4426640.7598,4044655.9261,39.60860659,115.89247698,86.7485,-1.1498,9,1.546,1.723,-1.3467,0.8227,-0.8929,1.5781,1.8132
2026-04-27T14:10:00,-2148743.5194,4426641.3451,4044656.6304,39.60860726,115.89247900,87.7637,-0.1362,9,1.548,1.725,-1.1731,0.8968,0.1223,1.4766,1.4817
2026-04-27T14:10:30,-2148743.2250,4426641.1457,4044656.1318,39.60860557,115.89247693,87.2085,-0.6947,9,1.550,1.727,-1.3509,0.7090,-0.4328,1.5257,1.5859
2026-04-27T14:11:00,-2148743.6538,4426641.4461,4044656.2708,39.60860391,115.89247989,87.6496,-0.0855,9,1.551,1.729,-1.0963,0.5244,0.0082,1.2153,1.2153
2026-04-27T14:11:30,-2148743.8772,4426642.3722,4044655.9865,39.60859659,115.89247752,88.1854,0.2537,9,1.553,1.731,-1.2998,-0.2879,0.5441,1.3313,1.4382
2026-04-27T14:12:00,-2148743.4961,4426641.4363,4044656.1147,39.60860327,115.89247829,87.4903,-0.3310,9,1.555,1.733,-1.2340,0.4537,-0.1511,1.3147,1.3234
2026-04-27T14:12:30,-2148743.3117,4426641.4865,4044656.3274,39.60860495,115.89247610,87.5985,-0.2944,9,1.556,1.735,-1.4217,0.6401,-0.0428,1.5591,1.5597
2026-04-27T14:13:00,-2148743.7101,4426641.4409,4044655.9618,39.60860165,115.89248051,87.4679,-0.4751,8,1.800,2.041,-1.0434,0.2737,-0.1734,1.0787,1.0926
2026-04-27T14:13:30,-2148744.1211,4426641.2741,4044656.2345,39.60860337,115.89248566,87.6645,-0.2599,8,1.804,2.046,-0.6009,0.4650,0.0231,0.7598,0.7602
2026-04-27T14:14:00,-2148744.0796,4426641.1654,4044656.1062,39.60860314,115.89248578,87.4934,-0.5709,8,1.808,2.051,-0.5907,0.4400,-0.1480,0.7366,0.7513
2026-04-27T14:14:30,-2148743.7334,4426640.6542,4044656.1926,39.60860725,115.89248475,87.0777,-0.7388,8,1.812,2.056,-0.6789,0.8962,-0.5637,1.1243,1.2577
2026-04-27T14:15:00,-2148743.3788,4426640.9816,4044655.9818,39.60860499,115.89247937,87.0509,-0.7366,8,1.816,2.062,-1.1409,0.6447,-0.5905,1.3105,1.4373
2026-04-27T14:15:30,-2148743.8928,4426641.3251,4044656.4112,39.60860490,115.89248301,87.7356,-0.1049,8,1.820,2.067,-0.8285,0.6354,0.0943,1.0441,1.0484
2026-04-27T14:16:00,-2148743.6643,4426640.6100,4044655.2332,39.60860100,115.89248425,86.4121,-1.1806,8,1.824,2.072,-0.7217,0.2016,-1.2292,0.7494,1.4396
2026-04-27T14:16:30,-2148743.7494,4426641.1283,4044655.4775,39.60859980,115.89248251,86.9557,-0.8085,8,1.829,2.078,-0.8715,0.0689,-0.6856,0.8742,1.1110
2026-04-27T14:17:00,-2148743.5556,4426641.1335,4044655.6065,39.60860116,115.89248045,86.9764,-0.7530,8,1.833,2.083,-1.0481,0.2193,-0.6649,1.0708,1.2605
2026-04-27T14:17:30,-2148743.8380,4426640.6920,4044655.8918,39.60860471,115.89248566,86.9473,-0.6462,8,1.837,2.089,-0.6013,0.6137,-0.6940,0.8592,1.1045
2026-04-27T14:18:00,-2148743.2893,4426640.7402,4044655.4630,39.60860286,115.89247966,86.5227,-0.9928,8,1.842,2.094,-1.1160,0.4084,-1.1186,1.1884,1.6321
2026-04-27T14:18:30,-2148743.6112,4426641.1044,4044655.6671,39.60860159,115.89248118,87.0136,-0.6206,8,1.846,2.100,-0.9855,0.2672,-0.6278,1.0210,1.1986
2026-04-27T14:19:00,-2148743.4601,4426640.7672,4044655.2672,39.60860093,115.89248131,86.4741,-0.8278,8,1.850,2.105,-0.9742,0.1945,-1.1673,0.9934,1.5328
2026-04-27T14:19:30,-2148743.4476,4426640.6196,4044655.6891,39.60860466,115.89248193,86.6365,-0.9925,8,1.855,2.111,-0.9209,0.6077,-1.0048,1.1033,1.4923
2026-04-27T14:20:00,-2148743.5756,4426640.7064,4044655.9024,39.60860537,115.89248283,86.8758,-0.5413,8,1.859,2.117,-0.8437,0.6866,-0.7655,1.0877,1.3301
2026-04-27T14:20:30,-2148743.9353,4426641.0475,4044656.1750,39.60860459,115.89248487,87.4070,-0.0860,8,1.864,2.123,-0.6691,0.6009,-0.2344,0.8993,0.9293
2026-04-27T14:21:00,-2148743.8167,4426641.0524,4044656.3246,39.60860590,115.89248360,87.4659,-0.0040,8,1.869,2.128,-0.7779,0.7463,-0.1754,1.0780,1.0922
2026-04-27T14:21:30,-2148743.8756,4426640.6816,4044655.8172,39.60860415,115.89248610,86.9052,-0.5434,8,1.873,2.134,-0.5629,0.5517,-0.7362,0.7882,1.0785
2026-04-27T14:22:00,-2148743.8595,4426641.0080,4044656.2864,39.60860576,115.89248427,87.4252,-0.2423,8,1.878,2.140,-0.7200,0.7305,-0.2162,1.0256,1.0482
2026-04-27T14:22:30,-2148743.7245,4426640.7881,4044656.3152,39.60860743,115.89248398,87.2456,-0.1906,8,1.883,2.146,-0.7453,0.9163,-0.3957,1.1812,1.2457
2026-04-27T14:23:00,-2148743.7616,4426641.0304,4044656.2605,39.60860571,115.89248313,87.3911,-0.2553,8,1.887,2.152,-0.8178,0.7249,-0.2502,1.0929,1.1211
2026-04-27T14:23:30,-2148743.6745,4426641.0292,4044655.7777,39.60860259,115.89248223,87.0533,-0.3617,8,1.892,2.158,-0.8957,0.3779,-0.5881,0.9722,1.1362
2026-04-27T14:24:00,-2148743.8650,4426640.9282,4044656.0026,39.60860419,115.89248474,87.1908,-0.3335,8,1.897,2.164,-0.6802,0.5561,-0.4506,0.8786,0.9874
2026-04-27T14:24:30,-2148743.4513,4426640.6459,4044655.4746,39.60860302,115.89248184,86.5192,-0.8504,8,1.902,2.170,-0.9290,0.4263,-1.1221,1.0222,1.5179
2026-04-27T14:25:00,-2148743.6886,4426640.7947,4044655.5206,39.60860198,115.89248357,86.7315,-0.5723,8,1.907,2.176,-0.7806,0.3104,-0.9098,0.8400,1.2383
2026-04-27T14:25:30,-2148743.7096,4426640.8299,4044656.1221,39.60860592,115.89248361,87.1465,-0.3440,8,1.912,2.182,-0.7770,0.7478,-0.4948,1.0784,1.1865
2026-04-27T14:26:00,-2148743.8068,4426640.7674,4044656.0410,39.60860543,115.89248494,87.0842,-0.3091,8,1.916,2.188,-0.6623,0.6941,-0.5572,0.9594,1.1094
2026-04-27T14:26:30,-2148743.7108,4426640.6518,4044655.7759,39.60860443,115.89248453,86.8028,-0.4897,8,1.921,2.194,-0.6982,0.5829,-0.8386,0.9096,1.2371
2026-04-27T14:27:00,-2148744.0790,4426641.2459,4044656.1307,39.60860290,115.89248536,87.5646,0.1402,8,1.926,2.200,-0.6264,0.4130,-0.0767,0.7503,0.7542
2026-04-27T14:27:30,-2148743.5939,4426640.5456,4044656.2656,39.60860867,115.89248384,87.0020,-0.3697,8,1.931,2.206,-0.7570,1.0536,-0.6394,1.2973,1.4463
2026-04-27T14:28:00,-2148744.0782,4426641.2594,4044656.4837,39.60860528,115.89248529,87.7987,0.2266,8,1.936,2.212,-0.6330,0.6774,0.1574,0.9272,0.9404
2026-04-27T14:28:30,-2148743.4958,4426640.5095,4044655.7290,39.60860538,115.89248300,86.6019,-0.7552,8,1.941,2.218,-0.8294,0.6882,-1.0394,1.0778,1.4973
2026-04-27T14:29:00,-2148743.3899,4426640.7418,4044655.8871,39.60860554,115.89248071,86.8280,-0.4976,8,1.946,2.224,-1.0262,0.7062,-0.8133,1.2457,1.4877
2026-04-27T14:29:30,-2148744.2237,4426641.0148,4044656.5692,39.60860677,115.89248805,87.7326,0.2163,8,1.951,2.230,-0.3953,0.8430,0.0913,0.9311,0.9355
2026-04-27T14:30:00,-2148743.8085,4426640.7640,4044655.7338,39.60860331,115.89248498,86.8866,-0.3657,8,1.956,2.235,-0.6593,0.4589,-0.7548,0.8033,1.1022
2026-04-27T14:30:30,-2148743.7610,4426640.9117,4044655.8824,39.60860370,115.89248373,87.0677,-0.1310,8,1.961,2.241,-0.7665,0.5018,-0.5736,0.9162,1.0809
2026-04-27T14:31:00,-2148743.5387,4426640.5025,4044655.2803,39.60860220,115.89248348,86.3254,-0.5670,8,1.965,2.247,-0.7878,0.3346,-1.3159,0.8559,1.5698
2026-04-27T14:31:30,-2148743.7036,4426641.0448,4044655.3384,39.60859938,115.89248245,86.7938,-0.1237,8,1.970,2.253,-0.8763,0.0224,-0.8475,0.8765,1.2193
2026-04-27T14:32:00,-2148743.4634,4426640.5152,4044655.7453,39.60860554,115.89248263,86.6053,-0.2442,8,1.975,2.259,-0.8611,0.7065,-1.0360,1.1139,1.5212
2026-04-27T14:32:30,-2148743.5624,4426640.9246,4044655.7548,39.60860325,115.89248159,86.9284,-0.0203,8,1.980,2.265,-0.9508,0.4514,-0.7129,1.0525,1.2712
2026-04-27T14:33:00,-2148743.6916,4426640.9364,4044655.3945,39.60860036,115.89248288,86.7504,-0.2216,8,1.985,2.270,-0.8398,0.1312,-0.8910,0.8500,1.2314
2026-04-27T14:33:30,-2148743.3567,4426640.6956,4044655.4789,39.60860303,115.89248059,86.5247,-0.2699,8,1.989,2.276,-1.0359,0.4275,-1.1167,1.1207,1.5820
2026-04-27T14:34:00,-2148743.5578,4426640.4443,4044655.2462,39.60860221,115.89248398,86.2697,-0.4013,8,1.994,2.281,-0.7453,0.3364,-1.3716,0.8177,1.5968
2026-04-27T14:34:30,-2148743.5965,4426640.8388,4044655.4174,39.60860126,115.89248238,86.6654,-0.1697,8,1.999,2.287,-0.8827,0.2312,-0.9760,0.9125,1.3361
2026-04-27T14:35:00,-2148743.8141,4426640.5032,4044655.8598,39.60860552,115.89248636,86.7880,-0.1308,8,2.003,2.292,-0.5404,0.7040,-0.8533,0.8875,1.2312
2026-04-27T14:35:30,-2148743.7845,4426641.1082,4044656.0559,39.60860383,115.89248298,87.3224,0.1653,8,2.008,2.298,-0.8312,0.5162,-0.3190,0.9785,1.0292
2026-04-27T14:36:00,-2148743.5896,4426641.0507,4044655.9966,39.60860421,115.89248123,87.1791,0.3051,8,2.012,2.303,-0.9814,0.5578,-0.4622,1.1289,1.2198
2026-04-27T14:36:30,-2148743.6986,4426641.0649,4044656.3098,39.60860603,115.89248230,87.4253,0.4732,8,2.016,2.308,-0.8895,0.7606,-0.2160,1.1704,1.1902
2026-04-27T14:37:00,-2148743.8058,4426640.7578,4044656.1785,39.60860644,115.89248498,87.1648,0.0025,8,2.020,2.313,-0.6591,0.8057,-0.4765,1.0409,1.1448
2026-04-27T14:37:30,-2148743.4885,4426640.9086,4044655.7454,39.60860345,115.89248089,86.8865,0.0124,8,2.025,2.318,-1.0103,0.4739,-0.7548,1.1159,1.3472
2026-04-27T14:38:00,-2148743.6686,4426641.2809,4044656.2069,39.60860428,115.89248089,87.4993,0.4409,8,2.029,2.322,-1.0109,0.5658,-0.1420,1.1585,1.1671
2026-04-27T14:38:30,-2148743.5214,4426640.6799,4044655.6977,39.60860422,115.89248240,86.7086,-0.2147,8,2.033,2.327,-0.8808,0.5592,-0.9327,1.0433,1.3994
2026-04-27T14:39:00,-2148743.5780,4426640.3286,4044655.6747,39.60860573,115.89248478,86.4696,-0.4625,8,2.036,2.332,-0.6765,0.7272,-1.1718,0.9932,1.5361
2026-04-27T14:39:30,-2148743.8288,4426641.2214,4044656.3165,39.60860494,115.89248287,87.5819,0.4490,8,2.040,2.336,-0.8408,0.6398,-0.0595,1.0565,1.0582
2026-04-27T14:40:00,-2148743.7019,4426641.3871,4044656.3162,39.60860440,115.89248069,87.6538,0.4863,8,2.044,2.340,-1.0273,0.5799,0.0125,1.1797,1.1797
2026-04-27T14:40:30,-2148743.8035,4426641.4289,4044656.5905,39.60860584,115.89248155,87.8918,0.7558,8,2.047,2.344,-0.9541,0.7390,0.2505,1.2068,1.2325
2026-04-27T14:41:00,-2148743.6266,4426641.4582,4044656.2648,39.60860387,115.89247954,87.6450,0.5645,8,2.051,2.348,-1.1261,0.5204,0.0037,1.2405,1.2405
2026-04-27T14:41:30,-2148743.7416,4426641.4380,4044655.9043,39.60860118,115.89248085,87.4399,0.3033,8,2.054,2.352,-1.0138,0.2223,-0.2015,1.0379,1.0572
2026-04-27T14:42:00,-2148743.8808,4426641.1102,4044656.2758,39.60860511,115.89248398,87.4964,0.4226,8,2.057,2.355,-0.7454,0.6577,-0.1450,0.9941,1.0046
2026-04-27T14:42:30,-2148743.8672,4426641.2518,4044656.3177,39.60860470,115.89248311,87.6166,0.5974,8,2.060,2.358,-0.8195,0.6126,-0.0247,1.0232,1.0234
2026-04-27T14:43:00,-2148743.7686,4426641.4507,4044656.1605,39.60860283,115.89248107,87.6211,0.6136,8,2.062,2.362,-0.9951,0.4048,-0.0202,1.0743,1.0745
2026-04-27T14:43:30,-2148744.1558,4426641.7182,4044656.1166,39.60860017,115.89248377,87.9088,0.8250,8,2.065,2.364,-0.7635,0.1098,0.2675,0.7714,0.8164
2026-04-27T14:44:00,-2148743.7016,4426640.7075,4044656.0788,39.60860627,115.89248415,87.0313,0.1502,8,2.067,2.367,-0.7308,0.7868,-0.6100,1.0739,1.2350
2026-04-27T14:44:30,-2148743.5454,4426641.0835,4044655.8418,39.60860307,115.89248060,87.0883,0.3243,8,2.070,2.370,-1.0355,0.4321,-0.5530,1.1221,1.2509
2026-04-27T14:45:00,-2148744.1518,4426641.1235,4044655.8760,39.60860158,115.89248675,87.3419,0.3973,8,2.072,2.372,-0.5074,0.2667,-0.2995,0.5732,0.6467
2026-04-27T14:45:30,-2148743.9087,4426641.1934,4044655.7511,39.60860097,115.89248385,87.2288,0.5125,8,2.073,2.374,-0.7567,0.1981,-0.4125,0.7822,0.8843
